1158,Females,Pottery,27
1158,Males,Pottery,74
1158,Females,Masonry,24
1158,Males,Masonry,76
1158,Females,Caligraphy,25
1158,Males,Caligraphy,90
1158,Females,Wall painting,na
1158,Males,Wall painting,na
1158,Females,Hunting,na
1158,Males,Hunting,na
1158,Females,Cultivation,na
1158,Males,Cultivation,na
1158,Females,Mining,na
1158,Males,Mining,na
1158,Females,Carpentry,na
1158,Males,Carpentry,na
1158,Females,Commerce,na
1158,Males,Commerce,na
1158,Females,Mathematics,na
1158,Males,Mathematics,na
1158,Females,Astrology,na
1158,Males,Astrology,na
1159,Females,Pottery,29
1159,Males,Pottery,80
1159,Females,Masonry,32
1159,Males,Masonry,47
1159,Females,Caligraphy,33
1159,Males,Caligraphy,43
1159,Females,Wall painting,36
1159,Males,Wall painting,75
1159,Females,Hunting,na
1159,Males,Hunting,na
1159,Females,Cultivation,na
1159,Males,Cultivation,na
1159,Females,Mining,na
1159,Males,Mining,na
1159,Females,Carpentry,na
1159,Males,Carpentry,na
1159,Females,Commerce,na
1159,Males,Commerce,na
1159,Females,Mathematics,na
1159,Males,Mathematics,na
1159,Females,Astrology,na
1159,Males,Astrology,na
1160,Females,Pottery,25
1160,Males,Pottery,44
1160,Females,Masonry,31
1160,Males,Masonry,97
1160,Females,Caligraphy,26
1160,Males,Caligraphy,89
1160,Females,Wall painting,36
1160,Males,Wall painting,75
1160,Females,Hunting,29
1160,Males,Hunting,97
1160,Females,Cultivation,na
1160,Males,Cultivation,na
1160,Females,Mining,na
1160,Males,Mining,na
1160,Females,Carpentry,na
1160,Males,Carpentry,na
1160,Females,Commerce,na
1160,Males,Commerce,na
1160,Females,Mathematics,na
1160,Males,Mathematics,na
1160,Females,Astrology,na
1160,Males,Astrology,na
1161,Females,Pottery,26
1161,Males,Pottery,52
1161,Females,Masonry,30
1161,Males,Masonry,72
1161,Females,Caligraphy,32
1161,Males,Caligraphy,102
1161,Females,Wall painting,29
1161,Males,Wall painting,72
1161,Females,Hunting,32
1161,Males,Hunting,100
1161,Females,Cultivation,31
1161,Males,Cultivation,88
1161,Females,Mining,na
1161,Males,Mining,na
1161,Females,Carpentry,na
1161,Males,Carpentry,na
1161,Females,Commerce,na
1161,Males,Commerce,na
1161,Females,Mathematics,na
1161,Males,Mathematics,na
1161,Females,Astrology,na
1161,Males,Astrology,na
1162,Females,Pottery,31
1162,Males,Pottery,70
1162,Females,Masonry,33
1162,Males,Masonry,97
1162,Females,Caligraphy,33
1162,Males,Caligraphy,71
1162,Females,Wall painting,28
1162,Males,Wall painting,74
1162,Females,Hunting,28
1162,Males,Hunting,102
1162,Females,Cultivation,38
1162,Males,Cultivation,65
1162,Females,Mining,na
1162,Males,Mining,na
1162,Females,Carpentry,na
1162,Males,Carpentry,na
1162,Females,Commerce,na
1162,Males,Commerce,na
1162,Females,Mathematics,na
1162,Males,Mathematics,na
1162,Females,Astrology,na
1162,Males,Astrology,na
1163,Females,Pottery,29
1163,Males,Pottery,98
1163,Females,Masonry,26
1163,Males,Masonry,88
1163,Females,Caligraphy,29
1163,Males,Caligraphy,73
1163,Females,Wall painting,31
1163,Males,Wall painting,53
1163,Females,Hunting,30
1163,Males,Hunting,87
1163,Females,Cultivation,31
1163,Males,Cultivation,60
1163,Females,Mining,na
1163,Males,Mining,na
1163,Females,Carpentry,na
1163,Males,Carpentry,na
1163,Females,Commerce,na
1163,Males,Commerce,na
1163,Females,Mathematics,na
1163,Males,Mathematics,na
1163,Females,Astrology,na
1163,Males,Astrology,na
1164,Females,Pottery,32
1164,Males,Pottery,44
1164,Females,Masonry,28
1164,Males,Masonry,62
1164,Females,Caligraphy,34
1164,Males,Caligraphy,84
1164,Females,Wall painting,35
1164,Males,Wall painting,45
1164,Females,Hunting,28
1164,Males,Hunting,65
1164,Females,Cultivation,36
1164,Males,Cultivation,87
1164,Females,Mining,34
1164,Males,Mining,77
1164,Females,Carpentry,na
1164,Males,Carpentry,na
1164,Females,Commerce,na
1164,Males,Commerce,na
1164,Females,Mathematics,na
1164,Males,Mathematics,na
1164,Females,Astrology,na
1164,Males,Astrology,na
1165,Females,Pottery,24
1165,Males,Pottery,67
1165,Females,Masonry,25
1165,Males,Masonry,74
1165,Females,Caligraphy,31
1165,Males,Caligraphy,90
1165,Females,Wall painting,33
1165,Males,Wall painting,102
1165,Females,Hunting,31
1165,Males,Hunting,62
1165,Females,Cultivation,28
1165,Males,Cultivation,69
1165,Females,Mining,35
1165,Males,Mining,56
1165,Females,Carpentry,na
1165,Males,Carpentry,na
1165,Females,Commerce,na
1165,Males,Commerce,na
1165,Females,Mathematics,na
1165,Males,Mathematics,na
1165,Females,Astrology,na
1165,Males,Astrology,na
1166,Females,Pottery,33
1166,Males,Pottery,46
1166,Females,Masonry,27
1166,Males,Masonry,58
1166,Females,Caligraphy,33
1166,Males,Caligraphy,74
1166,Females,Wall painting,28
1166,Males,Wall painting,98
1166,Females,Hunting,33
1166,Males,Hunting,69
1166,Females,Cultivation,35
1166,Males,Cultivation,53
1166,Females,Mining,29
1166,Males,Mining,86
1166,Females,Carpentry,40
1166,Males,Carpentry,68
1166,Females,Commerce,na
1166,Males,Commerce,na
1166,Females,Mathematics,na
1166,Males,Mathematics,na
1166,Females,Astrology,na
1166,Males,Astrology,na
1167,Females,Pottery,24
1167,Males,Pottery,71
1167,Females,Masonry,27
1167,Males,Masonry,48
1167,Females,Caligraphy,28
1167,Males,Caligraphy,54
1167,Females,Wall painting,35
1167,Males,Wall painting,78
1167,Females,Hunting,37
1167,Males,Hunting,90
1167,Females,Cultivation,32
1167,Males,Cultivation,103
1167,Females,Mining,30
1167,Males,Mining,55
1167,Females,Carpentry,30
1167,Males,Carpentry,75
1167,Females,Commerce,na
1167,Males,Commerce,na
1167,Females,Mathematics,na
1167,Males,Mathematics,na
1167,Females,Astrology,na
1167,Males,Astrology,na
1168,Females,Pottery,31
1168,Males,Pottery,91
1168,Females,Masonry,24
1168,Males,Masonry,88
1168,Females,Caligraphy,31
1168,Males,Caligraphy,52
1168,Females,Wall painting,31
1168,Males,Wall painting,99
1168,Females,Hunting,31
1168,Males,Hunting,81
1168,Females,Cultivation,29
1168,Males,Cultivation,52
1168,Females,Mining,35
1168,Males,Mining,54
1168,Females,Carpentry,34
1168,Males,Carpentry,109
1168,Females,Commerce,na
1168,Males,Commerce,na
1168,Females,Mathematics,na
1168,Males,Mathematics,na
1168,Females,Astrology,na
1168,Males,Astrology,na
1169,Females,Pottery,33
1169,Males,Pottery,90
1169,Females,Masonry,32
1169,Males,Masonry,59
1169,Females,Caligraphy,33
1169,Males,Caligraphy,46
1169,Females,Wall painting,34
1169,Males,Wall painting,100
1169,Females,Hunting,33
1169,Males,Hunting,65
1169,Females,Cultivation,30
1169,Males,Cultivation,73
1169,Females,Mining,38
1169,Males,Mining,60
1169,Females,Carpentry,36
